r,c
http://example.org/Bd1bebdc41b920a0c2a877ff519b1ef7c,420008001
http://example.org/B988535bd7bee651db3ee33ab9c31ae2f,confirmed
http://example.org/Baecbd460b6f075c8ffd2da789547612e,225517006
http://example.org/B0b70b91f137ffbd256fa4fa282fadebe,225517006
http://example.org/B9dd1a8018718479aed3720cef76fffcc,confirmed
http://example.org/B505a05da7bd8d8c357c4115991930351,confirmed
http://example.org/B524cb741de83740935d493234f18f015,271749004
http://example.org/Bfdda0745056f95b1b7e5edd02d359e3b,LOC
http://example.org/B5755a26290db4dd0b7a7d41dfbddb5d2,confirmed
http://example.org/B2ca931082e6d93433426bf045348811c,confirmed
http://example.org/B7331e705152bae9e61dd919ff91bcdb6,271749004
http://example.org/Bafe4416c81fe055a5c368a9b4ce20c82,confirmed
http://example.org/B19df77c87ee624d6efe1cceeaf52f0c8,LOC
http://example.org/Ba06970391712944d6b0c7771f2a43407,271749004
http://example.org/B12568a4b64d7c609da1770a5cbe71bdb,271749004
http://example.org/Befed60e344a8d0a03af492affb7788f5,77386006
http://example.org/B451c559862bd32cfbb182947ec4ce255,active
http://example.org/B55551376765be9b6d7637f20885673fd,confirmed
http://example.org/B9a783ca35eaed4ff57f6656ea9c3b35b,LOC
http://example.org/Bd84967feb5919bf5d0efc71d7eb1cb6d,confirmed
http://example.org/B522cc68d51284404545b07766f4f0216,420008001
http://example.org/B776e99abb13c9df7f8bfeb47d6389d35,confirmed
http://example.org/B4c5ba36c7b0fb8778f3f64cd7c0ac526,confirmed
http://example.org/Bad3660ab2810802109b6b4ec59d79305,active
http://example.org/B912c16d071c08fc1a28ed55b85b3a196,confirmed
http://example.org/B7fa85f5e2a48a911f95d94a321ffcade,225517006
http://example.org/B7ac94984c8ee00a732e535aa2f49f611,LOC
http://example.org/Be1e615f715c70a247824c828c7dae9c8,420008001
http://example.org/Bbe23d16fccdd0b34c0e73142663d2d58,active
http://example.org/B0d842a54e371f6946450a64cd7c78cc9,77386006
http://example.org/B47bd4bce5e79e637d20ff377cb6a785f,9826008
http://example.org/B3b3458f83ab668f6d441f25fe51357a7,77386006
http://example.org/Be44b336d1725c75cf90bd29293ce9c88,confirmed
http://example.org/Bfcb4226bc766c5c52765e4043683dbca,confirmed
http://example.org/Ba59de51bc22c2f66991f7eee9593602a,271749004
http://example.org/B711a6a21d295db3f0765f4d1dffb8913,77386006
http://example.org/B2d668be123ec6efc72f19f1a4a87b9c2,LOC
http://example.org/Be078b2f2cdf3965c6196209fb4fc7737,LOC
http://example.org/B126b1110255af4cc38117a37d9b9cd9f,LOC
http://example.org/B8e54e3e0cd5f1fd731222d8a7ff2f88b,confirmed
http://example.org/Bc087aca5e36979f129bd34d54b7b769b,LOC
http://example.org/B93bc8e8e313169994707e30d956332c8,420008001
http://example.org/Ba315210a583249d426bede3e758fad44,active
http://example.org/B63beceb7fd7694919f797b91356b28bb,225517006
http://example.org/Bc5f6dead52b0acf4c1101b542e07f629,confirmed
http://example.org/B0d56704e5a13fc1b013f775207ba5870,confirmed
http://example.org/B661ee40fdd69555e8165f337692b6a41,active
http://example.org/B5f7a21ac12afe9a628e0ef0911ad8558,confirmed
http://example.org/Ba1d45c748312c0d5d0b1b04a4c5a973b,confirmed
http://example.org/B66976ed58cc7f89254a534148cc8589a,LOC
http://example.org/Bf8843544b797932c4485b1359b655fbc,77386006
http://example.org/B0a4e5d1c53b45bc1bd11394c4709550e,271749004
http://example.org/Bb6083c1c87ea4c70c4b975a337180632,420008001
http://example.org/Be2e880f70d40388794f05db283769a60,LOC
http://example.org/Ba7a9636f86d12b5befbdb0c76640af0e,active
http://example.org/Bfb0459b26d113c71f2afe5de167d9596,420008001
http://example.org/Ba6ac3fefcd635c4c350b292bec1605f9,9826008
http://example.org/Bad8c78abf4ef94565ba46f64f0d35a7b,LOC
http://example.org/Be705909dc04a06efaf6d2e0f2ae82eeb,271749004
http://example.org/B4754db50638e98952768b56a4cd52369,active
http://example.org/Beba11ca8c7a70be8b77681ea2fa28589,active
http://example.org/Bad178c3f3b71d5c1669922216985e123,225517006
http://example.org/Ba8387cafd9f2a4921723d6a39c5ebfbb,active
http://example.org/Bf32003c4db00e3985c87549c2de07c58,9826008
http://example.org/Bf0b4ccc1e20660d38fe264e42a7f7dac,9826008
http://example.org/Bdf03f1c317abcbf2b9218bce5fbd32b2,225517006
http://example.org/Bdf413226a3ff159324c69c813c61ec35,LOC
http://example.org/B3d6ff995f071acadd4605e4170196fe5,active
http://example.org/Bcd6e2d7b113139bd42a12018138eb88f,active
http://example.org/B5db1ab24d53917393abf8652a541fdce,confirmed
http://example.org/Bde0745fa4b0649dfdd765a12f6bdf7f7,420008001
http://example.org/Be552fd57e27668a9e154b11e906ce614,confirmed
http://example.org/B67da9fa9c81a96c921600a3c38660b89,225517006
http://example.org/B63d6c45873a2dd165aefff812e579ac2,271749004
http://example.org/Bf74194139d9e81eb830ea7cf92562e6d,420008001
http://example.org/Bed67cdd56cab21338c92b37c9a6eee5c,77386006
http://example.org/B00929784f1cb6045513a89837328ad9c,77386006
http://example.org/B01ffcc767b7ed9f9836ed0d8da3bf494,225517006
http://example.org/Bde20e9e9d90ea6d23f1d8a61e4f2882d,confirmed
http://example.org/Bc0f95af6c07f10377ca7824ab0ca724f,LOC
http://example.org/Bcc2f467c8916adc0ee38a8d904972873,420008001
http://example.org/B4237607e543fa3edc44800ac8dbcf882,271749004
http://example.org/B0d2d72903a61a0c4ae132c40addfd939,9826008
http://example.org/B4c5f271913280ed4dd9a1387e0afe9b4,77386006
http://example.org/B05dca7a9270d01a97cd3796b8aba2e7e,active
http://example.org/B4dd0cb971cab9aa491aa89a7502dee9c,420008001
http://example.org/B672ff60c4ebe0b30100780b0ed7d339c,225517006
http://example.org/B426bba127937b744b0d63a501104c43c,LOC
http://example.org/B80c6e4a8bc19eb72f3f1f822e0aa1ada,active
http://example.org/B7e3b408d4890d3618eae8bc5a4e41450,225517006
http://example.org/B66cb68d5efc27962e9b8a1af85a80e07,271749004
http://example.org/B71b0db2e73ad708182ea8cb4266c21f8,420008001
http://example.org/Bbfcc04e17144dcb3f8546d7c20f6e8d2,LOC
http://example.org/Bd8444a342f22259e12bac3db49135efa,active
http://example.org/Bd3d694a3b44a1b45e9a1b5fec57db0d0,confirmed
http://example.org/B2ba46dca8582bb3d2b4d313675f0abb2,77386006
http://example.org/B27e9559e6356d6250ad6389a6635fb70,active
http://example.org/B67a447ca4ea22c09880b97b447b93c42,420008001
http://example.org/B6ba778ec47afbf4b92b778beef8752ed,active
http://example.org/Bfee910ef62947ed6ac2e4468931552ce,active
http://example.org/Baa4413a60af614a14329df35678d2a25,confirmed
http://example.org/B5454acb3899b6b447cb62d78ed0dbce2,confirmed
http://example.org/B15bd132b91443b9eb54b922849923828,active
http://example.org/B0f62aba7ac0c18169b1c06fe82aa5b6f,271749004
http://example.org/B0ecc7ef1446319f7977ef3c53c2217ec,420008001
http://example.org/Bef9bb453065c02decf3f521513dca592,active
http://example.org/Ba09caa65cadb8e5883fb85627dc01d84,confirmed
http://example.org/Ba4c72dda4268fb93683241efb1c510c0,LOC
http://example.org/B46f4b6ffe8f97ff7f0129cfc36cfae7d,420008001
http://example.org/B641bf1965831eba14dc3f7a88aeda80b,271749004
http://example.org/B767cc50756ed70a0144e9fcd2a5231b3,LOC
http://example.org/B8699a4e792bbc7861f5a2cdedd433a80,77386006
http://example.org/Bb47d851f8a2497155e8ec04a34b8d720,confirmed
http://example.org/B199acaae509bce7ed229a2f375edc704,active
http://example.org/Be948f6141a25ff0344298fdd3b04a51c,LOC
http://example.org/Ba157e804e1bc3ca128d5bdb6883ac1e7,LOC
http://example.org/B3875140ca6b6ff7f9af0acf019451930,confirmed
http://example.org/B49c13dfc1091821d25007a877b094e03,LOC
http://example.org/Bf3702d30a3640834833ffb2fb467d3e1,77386006
http://example.org/B231c4312a9f9d094a881418bf1db7466,confirmed
http://example.org/Bb28b7d6d07156a1cb68533ebb94514ee,271749004
http://example.org/Bc77f2da6600f9ecb60447b85020950c7,active
http://example.org/B5e1a340d7f3ed45887b1860a6cf29664,271749004
http://example.org/B9e85f72b6552b4baaad0dcad9d0ba080,confirmed
http://example.org/Bc8193c01932d0375771608a9240f9c27,271749004
http://example.org/B32e6223d5b2a7009781be77ebc8584fd,LOC
http://example.org/Bdd1e33d81d914309bd5101e52a912aa0,420008001
http://example.org/B94178acb1349c75847ceff6883e9a23d,LOC
http://example.org/Bcf986f0f7f12b3d7c63a2e86a2b4c987,420008001
http://example.org/Bbb56b92375c4bcee71b3c1cb48880440,active
http://example.org/B9b9d671c8c0ed6763ecb491b05d04e3a,420008001
http://example.org/Ba678020b5ac54897ccd3d78aecf67601,271749004
http://example.org/B5efc66d38f7f2492356c8b6717e2ec55,420008001
http://example.org/B1f4b64d31b17f56ecb145ba21025e504,LOC
http://example.org/B8fa675754b56da5b05f5e2f4185bd79e,active
http://example.org/Bcf89555a1395f373886e1a207f3ed587,LOC
http://example.org/B580541962f0fcf8c5f22e50c8a206302,225517006
http://example.org/Bf0307185be7e7ba946d0fcb3a22cbfd8,271749004
http://example.org/B084686a239fe58e65ec0a3aac07c39be,active
http://example.org/B9c30e28291488fb21ea79029c17b3d51,active
http://example.org/B7405fd6700befd37822accf53cd55040,active
http://example.org/Ba415436f07f3034224743b51ca89e79f,active
http://example.org/B9f37abdf4fcc9eb1518d1903aeb1108e,LOC
http://example.org/Baed6ac613c3025815de248c41dab5125,confirmed
http://example.org/B46ffbb19516d23a85ad90bea7c5951d3,225517006
http://example.org/Be457d409ebc3b4952281acf6390af743,confirmed
http://example.org/Beb9a35d40a6359bdf64ba97d5f38222b,420008001
http://example.org/B0dd605965d5a225aac731b0ed01f45ce,active
http://example.org/Bbba468d783a4477f974384e654ebacd4,77386006
http://example.org/B15a31916d366df198fb4bc0ffce01e91,confirmed
http://example.org/B1115c2f825e7c9a3630ebf08dc506323,271749004
http://example.org/Bdace84de4126de8f0ebd00145709e6c7,confirmed
http://example.org/Bb205ca82fbbfdf02889f381f926021fb,420008001
http://example.org/B708f7c55f3ab46d99c166466fc457760,225517006
http://example.org/Bf38c340f98c60a7c7e24f4aaaf4e7900,LOC
http://example.org/B349cc37b15cf1b61339fca2ab9ff421d,77386006
http://example.org/Be9f277effe92162ba5adc15039b5f723,active
http://example.org/Bb508ab8473f25766b08da9a43648802b,active
http://example.org/Bc1f495c101eeae0ca031831cb646b5ae,9826008
http://example.org/B836f8ea0bf92c1f4aeec9ded5cbf5422,LOC
http://example.org/Beb79d51f1c7216697d22725628b964d6,confirmed
http://example.org/Bc0f315eb8fbab1d5e0a4dda0af892f1c,confirmed
http://example.org/B09c9442197bb1171cf43cf7b654c081b,LOC
http://example.org/B04c1f493b3342081beddd0853955d0af,9826008
http://example.org/B63c422240756ac89ef279b211618718a,confirmed
http://example.org/B8b3d33168d97a58a8edfe2e6716e78f5,9826008
http://example.org/Bd5e54c66f4d3b8e7815b0b112fd87e3c,225517006
http://example.org/Baf9325d43bcf9628faf4561546ac07dc,confirmed
http://example.org/Bf847fda5f69f6e053904dce429125931,420008001
http://example.org/B3169d8155eefe42f26080cad89019fb0,active
http://example.org/B016d52d1087ec7da37367a1ff27405f1,confirmed
http://example.org/B7d34a11df4ac4a4fcfcca1b533b5372b,9826008
http://example.org/B3f94b2d7498282bea00298b715ef83ad,225517006
http://example.org/B122c98ad8e8266164d1c07c2d8aa8069,9826008
http://example.org/B27cb3540165fd6a56f9b818aa76f88d6,420008001
http://example.org/B9edac80880be9e0741723facb218c40e,confirmed
http://example.org/B048832f3251152034487c29ced3c259f,confirmed
http://example.org/B546270ea6ea0dc8e50b4406ad5abe7ac,confirmed
http://example.org/B26f7d9d5c6330a400d52bb288495e5e3,271749004
http://example.org/Bbee1e4ba20bfc02fdd9c018d113370f2,LOC
http://example.org/B712a75ce94120b6dc79fbab73c575e58,77386006
http://example.org/Bbc10e49842e7406100dee0e6e32890ec,LOC
http://example.org/B65790394a485d4ab51af8e1eb19a6c7b,active
http://example.org/B24e5184efe062f3597ef542de1dd3d65,225517006
http://example.org/Ba124f8cf648cf2683d1dafd6f87fb960,active
http://example.org/Bed98033b5d6f0520880fc8f2624b7327,confirmed
http://example.org/B87a7b8d9d1d2c2ccea268dd6884eecc5,active
http://example.org/B524a23aed8ac262a96a0c05b894cc259,confirmed
http://example.org/B8f8346244468627b0463dd8fbebd561c,confirmed
http://example.org/B5506dd9e0427b50064a6b44eaac4a19c,LOC
http://example.org/Bb82afdc5d0df7f2741fd76af27d42cf3,LOC
http://example.org/B90e5c7881855dc23abeb1b03ffd61275,active
http://example.org/B002c94d91172f4a216c4e0fc3dc1bf1a,confirmed
http://example.org/Bbc90dc0a1c7a897c75731a46f6546e39,77386006
http://example.org/B5a22954ff7da6c06c03defaf15b32fc4,active
http://example.org/Bab37b01ddae1015847e785063c475cf7,active
http://example.org/Bfec887e4ec949f075bfccad45062e3f4,77386006
http://example.org/B804f76d833273532425de529b2af81e8,active
http://example.org/Bc09e9a446f860013c75835fd9f34a714,271749004
http://example.org/B02047445d3fc77701e85dc3fde6d4f48,225517006
http://example.org/B5a13291647db377ba2e283ec674d410f,77386006
http://example.org/Bb8f11bd3bce6c8ebedc4d1a85366b98a,77386006
http://example.org/B83572d963e428d60156dcb4eb910ea48,9826008
http://example.org/Ba9a24b0cffcb8c1df8eaa2e6d678132b,420008001
http://example.org/B7cf376c6fb7d76884b19a737421a7679,420008001
http://example.org/B4e588c59afd7f84b211c70b0267264bb,9826008
http://example.org/Bbe9ab2c8d2da9f630867903ce50b0a37,confirmed
http://example.org/B32eded8bfb00e1bf980d8e2b9ac45e50,77386006
http://example.org/B93c3fc87561c7e640b745106b5823b87,420008001
http://example.org/Bd1036bf631307b8fde79a8536bc9be56,active
http://example.org/B56c1ebb6bc50b056d97661a0c984f10b,active
http://example.org/Bc03f70b040c8b3d1660a4ca6482d41db,confirmed
http://example.org/B6ad2f9846597de3c26868bf1f5f1873a,active
http://example.org/B8659928d86838b66ce73aee78a572e25,confirmed
http://example.org/B61731fb17fb304872a6ad7a0582dd118,active
http://example.org/B70d61c71151794297205871a2cf20c94,active
http://example.org/B0a637d1b7432e28b6a756e07886264e0,LOC
http://example.org/Bfff9455b56a8ea7c92daf816448d392c,confirmed
http://example.org/B9268f61902ab4121c2f0e5de0d102a9e,LOC
http://example.org/Ba580bcc41e28c715af3a3b991d9cb4b2,9826008
http://example.org/B45a469247028c2c142e6c6ef4a538685,active
http://example.org/Bb6afe8706b95e64f5a7d8d755b9eaaca,225517006
http://example.org/B1a8651cfaa2e26ba6b6f57a975968ac2,confirmed
http://example.org/Bbc1292dad33f39da001b99a24af223f8,420008001
http://example.org/B571ffe6c4f656e98eee8bfcd1d890e9f,LOC
http://example.org/Bb723fd1046786c78dd18abe7a276c9a6,confirmed
http://example.org/B6c7516c78305427b125dc43a652a1c6e,confirmed
http://example.org/Bf5a36dde7550c1a2fcf8ef9c9dd9b00d,confirmed
http://example.org/Bc97a5e3f31265e5635179c0a53bac4a8,confirmed
http://example.org/Be95d728ea1dd6ca005c2009be884eb31,420008001
http://example.org/Bd9eaa19daaa863372e14ccc3d783f963,LOC
http://example.org/B2c252ae2d807437e6616e4818aee4a93,active
http://example.org/Bee6664384ecedfde90eefb922e247e05,9826008
http://example.org/B15a680744c7036df91ed23cc45ff8e90,confirmed
http://example.org/B4c2e74ce47dbcc151c891a4054051449,9826008
http://example.org/B311b8c5069d2014fe1fcc5a06d590322,confirmed
http://example.org/Bff32f7c3124370519c800c60fad7e8bb,confirmed
http://example.org/Bd82ad77d364068d1d0f33ce8f27d3b1c,9826008
http://example.org/B66a71841bebb955a9502a527fbb5cf1b,active
http://example.org/B2110bdac2b576ec63048457f171d5269,420008001
http://example.org/B76adf7c0b3b1d600a36abe33bfa6a55a,confirmed
http://example.org/B70485df3cbc97caf79df22344a2a9710,active
http://example.org/B45f43d2a7d2f796786c3c5a06c5b6760,LOC
http://example.org/Bcc9e33275aa292f4a8ad60d71263c4bf,confirmed
http://example.org/Bdb239e7d550cc7eb321c12f8f3374d7d,77386006
http://example.org/B779413f29751b1f0a8fd0c21d59a750d,confirmed
http://example.org/B12aa6258b9059795f7c890a3965dbcb8,active
http://example.org/B6687c430d9141bbc80539d5565976c12,LOC
http://example.org/B625a2f87dba7c4eeb4e9d761a841b64f,225517006
http://example.org/Ba0c4d905b94c4816294fb93110b1f9e0,271749004
http://example.org/B09f1171a268166475ae19d86189e7422,77386006
http://example.org/B2a847c02bb4ad798f8bf76b6098f407a,active
http://example.org/B236af79a96a1fa2a4f6aceec0883f609,9826008
http://example.org/Be11cb7f87110162f07543fce5bfabf66,confirmed
http://example.org/B021d58a32a1d0b157327903e6d00d6dd,420008001
http://example.org/Bfdaa5d3247c502f31ba1664301da0b61,9826008
http://example.org/B4401d3f56e0c9f97122d4e1016e4ab47,active
http://example.org/B603343349170cd494207a02a415da11f,77386006
http://example.org/B87a039f3459ca6354862dc82a7c2a19f,confirmed
http://example.org/B67c272ce69173c3ab336b98a817c2910,active
http://example.org/Bb7931a94c9a4b61907546ee584f925c8,confirmed
http://example.org/Babaeed82de87324f656b6fbc6321b04f,active
http://example.org/B16c40acd1a7e9db8810fb7de80fedb9d,active
http://example.org/B9318ef62cd3e0ce9d1066d2ff7047f32,77386006
http://example.org/Bfed1eb1360a89276d71594ce34db0d3e,confirmed
http://example.org/B9881e09302d0e36e2f1c904656d0010b,271749004
http://example.org/Bb1a9bc181b4461b341610f350f612565,active
http://example.org/B4327e2b5840afff8fd34a5d488b71b0f,confirmed
http://example.org/Bddd8a98a36f6a10b0d54f59b29f5378d,225517006
http://example.org/Bc6b718e01acdcbde52025344c264f094,confirmed
http://example.org/B4b8e3135722e6812953dbaed5dc41d47,active
http://example.org/B55abab787a05333c11c18d8c3a0ef64a,active
http://example.org/B411fb1f6df2df43a7a0d0591683e64b3,271749004
http://example.org/B9ee8ccda2307ac62db87c98d1531ee54,active
http://example.org/Be6f81a673b98c2a071e5efc48a24f409,active
http://example.org/Ba96486f742dc23068d37d4d2ab4d8b1e,active
http://example.org/B616bf1367c56d43aa7b5348b87af36d1,confirmed
http://example.org/Bf6ab322f51b497ecc78b49a8d95a730c,LOC
http://example.org/B0a492d23665c22c22843549f2ddd84bf,confirmed
http://example.org/B9755b70b5d097eff53a45d3cfd252087,active
http://example.org/B842bec9b57ba33eedcef00bed9369e9d,confirmed
http://example.org/B3bc513402192c1a430d64e29b9f3d6e9,271749004
http://example.org/B71fead3c0ac1bd417829c07e15d2552c,confirmed
http://example.org/Bf271e69bc520dd25c7da512425ae931f,271749004
http://example.org/Bbea83f54ab9fb4d61b402647739a8cd3,9826008
http://example.org/B6e7a1c8b8b6b4030329ca6cfb5727f6c,confirmed
http://example.org/B05c3294afbeb73ef06f066ec1ff19163,active
http://example.org/B0cc17c33de658df1da4a72055a177231,271749004
http://example.org/Bb81bccb9c02d39b14b53b46d6b695245,420008001
http://example.org/B332a4f5df7cbdc5074cb3f29adbb2457,225517006
http://example.org/B60f44e1fd997bf940eb9aa54bb96e5c4,confirmed
http://example.org/B40ca8b313d88f54802f9c294adb34f1e,9826008
http://example.org/B52873c306a09a1e4b13061e93f49e60c,420008001
http://example.org/Bcdc0b4640d4ba2818a8f3b12d70d2676,LOC
http://example.org/B280a2f7c6719ca2ddf4b06ae79d534a0,confirmed
http://example.org/Ba5ffbffec22ecc0bb7d96dd3db1c28ed,active
http://example.org/B375df43e2c43d68f14032fc117089816,225517006
http://example.org/B812d24abf27034651743c43337a74482,active
http://example.org/Bfa0a91e5330914fb700649ffdebf9413,9826008
http://example.org/B2508f76ab8965adb4aa5e6d04c1c82ae,77386006
http://example.org/B2e7eddfc9c24c774cdfe80bf6eb23d0a,LOC
http://example.org/B2bba043dfb9c5ea65e8cd61022fc41d3,420008001
http://example.org/B160e62e33e61ad529e209d838a4a8966,225517006
http://example.org/Bf7def33c2b5622356865c98e8d5e76b7,271749004
http://example.org/B15cf030b8050febbfd58d3ff89283936,225517006
http://example.org/Bd02b36984e3a7775eafc1d7d2d41abc5,confirmed
http://example.org/Bf57c04ac9db19d07419ded80d7fd0cb5,77386006
http://example.org/B01678eae73f6bd691146cb71edd1a261,confirmed
http://example.org/B927e216ef2f6a01344da39739b29122e,271749004
http://example.org/Be5f112c386699b00377f303193e2ab9b,active
http://example.org/B98fd775dd2eed3699df9a85e98c42424,420008001
http://example.org/B85c69a2cb0f021670992631319ab48ba,confirmed
http://example.org/Ba6cc9d712ad622176ecfa78a8c43ed48,420008001
http://example.org/B5d1e28ecd8f76184cbe1ab159378931b,420008001
http://example.org/B3616446b5520efab4bf1a48297a25009,confirmed
http://example.org/Bf33d8c656f6f9fe790c51921ed8abf9e,active
http://example.org/B707ea77c725fac5334a657e6f300b787,225517006
http://example.org/B9b219e3459efb58fc5d3fb43b9b1c021,active
http://example.org/B75523c4e17c753783b22135e6c078fa6,225517006
http://example.org/B354f6273f29682d7f23c408c569c588d,420008001
http://example.org/Ba31b7df56cd1553c608a1e639c8abb14,active
http://example.org/B4c7d9df11bd52fa035e05f4b784a0236,active
http://example.org/B61188ed136ed95d5464cc9e059e23be7,confirmed
http://example.org/Bb4af82264a94994fe570ab58d506d423,confirmed
http://example.org/Bc45493ccb640d5405431bd60ed328563,active
http://example.org/B2222dbd31abc806bd63fc584a562e480,active
http://example.org/B038f9bb43fc50ee2a3261d1fab35cf25,77386006
http://example.org/Bec39a8c6a68931d9545c2bd9a23ff4d2,active
http://example.org/B7a0ccddd52800fb1c69fa5d0b5a02f22,LOC
http://example.org/B04922250bfb71da87eff28a7367638bd,active
http://example.org/B9f4b03a8436252ac2f0cd26c0fc227c6,LOC
http://example.org/Bf6f9d64fa2aadca4f0d37a71d074d754,225517006
http://example.org/Be05abcc1dc27576abe7048f5828172b2,active
http://example.org/B0a48a18de19991e36d6966944d366679,225517006
http://example.org/B2bc32430b0f46e2642c3a96ebee4ddc9,confirmed
http://example.org/B86639751790562eb04dc75178131ec1d,confirmed
http://example.org/B5459f0552b7ea4d149f6e7f25efc15a5,confirmed
http://example.org/Ba4ddf100100879ca05a3c89ec3592e4d,77386006
http://example.org/Ba0567b4c76b44644677f6340932a0e0b,active
http://example.org/B3c8084c9314a832b59afaff5ae7f29f4,225517006
http://example.org/B6a8a9bf49c07eb7bbf0dc7e563ec3e2a,LOC
http://example.org/Be4471a00a5965acb30767796cdac71f5,225517006
http://example.org/B0458711a434b68b26a2974a351054f95,active
http://example.org/B528dde0d8436a829321979bd5bb462ef,confirmed
http://example.org/B8b57727c6499febc8174a41f14ce0b5f,9826008
http://example.org/B8fb4240cab9f0630f8559b98f377a883,420008001
http://example.org/Bd279629a77760990bb32c98f033c09a8,confirmed
http://example.org/Bfd7b0d21315bc5e4fda9ea4d46f3b903,420008001
http://example.org/B83700d44ca16be55b34799905f2ed0d3,active
http://example.org/Bc8aac50f637fe9dd87dc3762a948e606,420008001
http://example.org/B3f13be79f6b6fe65dbf425c7b535939a,225517006
http://example.org/Bfa1b05b9f345ed58a38e1ad77567299a,225517006
http://example.org/B9da3d27a41f3f502063a7bb8318794ca,271749004
http://example.org/Bd5abc87f748ea1e7112cc0b7d283fd0a,420008001
http://example.org/Bc69bba246c0bba2d6052b46560f182b7,271749004
http://example.org/B3774849b2a80c53e7e571902655c3bb1,225517006
http://example.org/B4ecbe8819160a390861aff5f77d26e16,9826008
http://example.org/B03f9b604668cf934ecf0c7dc11c8fab5,77386006
http://example.org/B84c5885d5a2e826f1551fb290684134f,active
http://example.org/Bb3ce25bf6d00599aae00c232c74716f4,confirmed
http://example.org/Bd563ec00d0496c813dba9fc02f818492,271749004
http://example.org/B1101f70d90d64f1aa808626cd0a0d742,active
http://example.org/B71e93bc02cd2f515f0893d36bfb770ad,confirmed
http://example.org/B711ccd3e6ede3c7dce22109416b27238,active
http://example.org/B0a53b5c9e91a65f232d053ae4f690625,active
http://example.org/B946325bc953a07245850e8df3eef7847,420008001
http://example.org/B0b18fd402f07e22b32c7ea8d0eb20d74,271749004
http://example.org/Beed1b2f60956169a22983170cf31eb5b,confirmed
http://example.org/B289164f41cd15a83028fe9c23de2c444,active
http://example.org/Bc2f5b052e37f6f1aad48e881da75cb81,active
http://example.org/B17598b4084cf65119348beb984278ac7,225517006
http://example.org/B60700fb67dfb24036b6a501d912c7422,active
http://example.org/Bfea2ff979573640490b71e59880c0df0,confirmed
http://example.org/B0dd7a867e9d18de237bddabd81090960,420008001
http://example.org/Bb07ca9e955dbb738836170620e460d68,77386006
http://example.org/B8150f1b12ffbfbc2b34655c3716f4449,LOC
http://example.org/B3fb2979c057cb8323c26023f1e771420,active
http://example.org/B3eb63b9a46b1db3a0449cce382cf318a,active
http://example.org/Be4a4e8875a0e0dc9af49d764f8d68a7d,active
http://example.org/Bd62de2ec4a6be0fa475ecb7e41b83b39,confirmed
http://example.org/Bc35f9eb9f942525fcb484b50a2de9ea5,LOC
http://example.org/B9980ef6e0c7d806ec6cc46e3a552e48c,LOC
http://example.org/Bb1c8c9b8a970167453789576052069e3,active
http://example.org/Be907c06818186b7bcfdbd3687291fdd1,confirmed
http://example.org/B5399d7ab402ad83f6c8fb72bfe7e550c,9826008
http://example.org/B428e16619a43ce880a7becf69c2bd096,225517006
http://example.org/Be2fdead03796ad9892e3860ccb1720b0,420008001
http://example.org/B781c6230dd1cd818a094eb298fcb90b5,active
http://example.org/Ba98deebf9d25dfa1b42c5d10440d0d72,active
http://example.org/B0bdcd6c81fa29311fff9d90ff6bd8e73,active
http://example.org/Bb5068a2031990d651906c080b8e2a75d,77386006
http://example.org/Ba86f0230458f8837fca5e5e5d61abd33,active
http://example.org/B8f5e319e94525871ae04be9bccae4b5e,active
http://example.org/B4b2dcd25914b5605e4176286b11c77f8,77386006
http://example.org/Bd61204ab7d3171d0bd06d300f49931ed,LOC
http://example.org/B4fc40e87ffb1a3596c27ff616c98dbc0,active
http://example.org/Bc4aa672dc36065e16970cda851c33a3c,9826008
http://example.org/B44681a0554b79b5ac3d0a0fdf656411a,271749004
http://example.org/B97a2c5968bc98778b8fa874d80afedc2,confirmed
http://example.org/B393b847d8e1bedc17c5c9972d78da7bd,active
http://example.org/B545b25b78e3eadf3d59da56a5fafc311,9826008
http://example.org/Bc54e5fbfe680eaf6e6b6f12605401a0a,420008001
http://example.org/Bf39d03f362228e96c7794d2b18ef222f,77386006
http://example.org/Babf259257465a5cdd7d1af7aa7d40e17,225517006
http://example.org/B31cc5576981b1d1c980672e00a5530d5,LOC
http://example.org/Bd4f24fe43293af5c20b7fae7e38042d0,420008001
http://example.org/B60e5c76f9f7a63a2c22aaeefd2845b7d,77386006
http://example.org/B3213b31f8678b52d8ab53e694c88d7d7,9826008
http://example.org/B7dada0a1771baeb9680b2d188fd8cb08,9826008
http://example.org/B395fef65127ce330965e1fa4b820c16c,LOC
http://example.org/Bad72012c1e05573eed11b238f16cd75b,9826008
http://example.org/B3fad6c8da7cad8e95b7f307723de24ef,LOC
http://example.org/B6caf6af8e5eb13c5910416db53b6f747,77386006
http://example.org/Bc3aba8a9eb5ee87e3975ab1686f134e7,confirmed
http://example.org/B306f652203415a5838b3560aaa1432b6,confirmed
http://example.org/Bd693441f1b16e4dbba35063af445bd1f,271749004
http://example.org/B63be38081fb1799037912b0319d2997f,confirmed
http://example.org/B8cbcaa3facd1a07dc4da418abf2eb659,9826008
http://example.org/B5189fae75dce08ab37ba51df960f1201,271749004
http://example.org/Bda1d4ad7b6f40dd20d079097a1f0848b,420008001
http://example.org/B8ab1df99d20620b6836971e799ef6be2,9826008
http://example.org/B437277857fd37a57661a032bef364aad,confirmed
http://example.org/B17764d43a023120116b6349c517250f0,LOC
